Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,loudness,liveness,valence,tempo,track_genre,popularity_level,duration_min,duration_sec,minutes,seconds,duration_mmss,energy_level
18236,7afCEhjQKgWLoLOUs0TX4m,"""Weird Al"" Yankovic","""Weird Al"" Yankovic",I'll Be Mellow When I'm Dead,26,220906,False,0.661,0.714,-10.688,0.264,0.866,94.046,comedy,Low,3.681766666666667,220,3,40,3:40,High
13670,1bAQ5yDmhilob2DuuSNcyZ,Fast Eddie;Mike Dunn;The Renegades,The Renegades,Tag,5,222786,False,0.91,0.881,-3.246,0.0439,0.65,124.678,chicago-house,Low,3.7131,222,3,42,3:42,High
85371,4oWF3TczPs9bkEaoQd0P2g,PXNDX,Bonanza,Las mil y un camas,40,196853,False,0.517,0.786,-3.594,0.136,0.556,132.049,punk-rock,Low,3.280883333333333,196,3,16,3:16,High
110396,1AN7oPX1SNgkNvBYhlduKZ,Omiki,Psy Trance Universe - Road to Goa,Na Le - Coming Soon!!! Remix,0,202285,False,0.59,0.945,-5.223,0.184,0.225,139.985,trance,Low,3.3714166666666667,202,3,22,3:22,High
68208,6o83OvL2X2I9YjTreREVX9,Jhayco;Bad Bunny,Esto No Se Le Dedica A Cualquiera,CÓMO SE SIENTE - Remix,0,227520,True,0.807,0.606,-8.871,0.119,0.304,92.988,latino,Low,3.792,227,3,47,3:47,Medium
106134,1DNnAgbxHSFro55uxpb9yS,Veronica Maggio,LUGNA HITS,På en buss,0,167080,False,0.695,0.361,-7.14,0.115,0.148,102.001,swedish,Low,2.784666666666667,167,2,47,2:47,Low
80981,038gnuPve7s8rADCEDYsMH,Sonu Nigam,Paramathma (Original Motion Picture Soundtrack),Paravashanadenu,55,235833,False,0.635,0.299,-13.585,0.132,0.402,83.983,pop-film,Medium,3.93055,235,3,55,3:55,Low
54033,2tBkJ9gVFDvep2PcbjnmsU,Dither;Lil Texas,Tools of Demolition,Hardcore Heartbreak,22,177600,False,0.678,0.985,-0.978,0.22,0.0666,100.01,idm,Low,2.96,177,2,57,2:57,High
98182,4EaBMhUIOfnFEbIgqCfKbi,Andrew Lloyd Webber;Gerard Butler;Emmy Rossum,The Phantom Of The Opera (Original Motion Picture Soundtrack),The Phantom Of the Opera - From 'The Phantom Of The Opera' Motion Picture,62,216133,False,0.444,0.608,-12.175,0.118,0.354,119.985,show-tunes,Medium,3.6022166666666666,216,3,36,3:36,Medium
7986,4vWyfagrb0TMBLrdm0ppT9,Kitchen Dwellers,Wise River,Wise River,23,233613,False,0.671,0.74,-4.936,0.123,0.489,110.027,bluegrass,Low,3.89355,233,3,53,3:53,High
32215,7sn0OyaKn1XKx18JjUZkSw,DJ Snake,Encore,Propaganda,51,249600,False,0.653,0.928,-3.937,0.649,0.239,150.025,electronic,Medium,4.16,249,4,9,4:09,High
100455,6eN9ojhdC7vf72Fb8HBgP9,Riddim,Deja Que Fluya,La Respuesta,37,279333,False,0.831,0.56,-7.361,0.344,0.882,129.002,ska,Low,4.65555,279,4,39,4:39,Medium
112325,6evqur3UoNFDzJp3eY86dq,Sertab Erener,Tesadüf Aşk,Tesadüf Aşk,41,233042,False,0.437,0.479,-5.698,0.185,0.308,141.49,turkish,Medium,3.8840333333333334,233,3,53,3:53,Medium
32891,5tDALG04wtaoINgjNXK1cn,1988;Kukon,Ruleta,Dutch,35,202533,False,0.639,0.376,-12.91,0.132,0.119,139.914,electronic,Low,3.37555,202,3,22,3:22,Low
23059,6eFlqtmgYckrLelrV4oc9C,Y.V.E. 48,Let You Know (Summer Edit),Let You Know - Summer Edit,66,149400,False,0.623,0.398,-13.815,0.109,0.0974,99.992,deep-house,Medium,2.49,149,2,29,2:29,Low
13135,7LmXZmZh26Kix8scl972qB,Mike Dunn,Dance You Mutha,Dance You Mutha - Radio Mutha,15,260372,False,0.749,0.877,-12.093,0.153,0.735,122.831,chicago-house,Low,4.339533333333334,260,4,20,4:20,High
113514,1VNP6bgTcqE6cxkU8Zpy21,Bethel Music;Melissa Helser,Revival's In The Air (Live),Revival’s In The Air - Live,50,444174,False,0.593,0.625,-7.11,0.15,0.229,127.007,world-music,Medium,7.4029,444,7,24,7:24,Medium
105856,6LzhfdIgfWDq5Y39ucEnOJ,DGHTR,Blink,Blink,18,183124,False,0.749,0.377,-12.766,0.145,0.58,134.978,study,Low,3.0520666666666667,183,3,3,3:03,Low
78629,1HZQUXcbIXCNzNrVQabWal,Wolfgang Petry,"Verlieben, Verloren, ...",Was ist denn schon dabei,27,221066,False,0.656,0.644,-9.897,0.427,0.972,113.938,party,Low,3.6844333333333332,221,3,41,3:41,Medium
99425,250PxV0N1B9t59bBrToZKZ,Jasleen Royal,"Kidre Jaawan (From ""Haraamkhor"")","Kidre Jaawan (From ""Haraamkhor"")",41,178900,False,0.572,0.279,-9.567,0.104,0.418,150.373,singer-songwriter,Medium,2.9816666666666665,178,2,58,2:58,Low
39936,65uiWuO65hWbE8Soar3aay,The Disco Boys;Crazibiza,"Swanky Club House, Vol. 1",Heartbreaker - Crazibiza Remix,0,358095,False,0.851,0.799,-6.609,0.105,0.722,125.991,german,Low,5.96825,358,5,58,5:58,High
50613,76BMd69UAL102Y90DUyzJC,Claudio Marciello,De Pie,Vengo,21,221840,False,0.317,0.904,-3.075,0.181,0.474,100.209,heavy-metal,Low,3.6973333333333334,221,3,41,3:41,High
60433,16OyYPzyGgbmizSr5UH9dr,ShuuKaRen,LOVE YOUR LIFE/【パラレル・シンクロニシティ】 produced by m-flo,LOVE YOUR LIFE,22,234489,False,0.511,0.797,-4.265,0.053,0.578,170.565,j-dance,Low,3.90815,234,3,54,3:54,High
108710,6xIJ4qXdhHgvmycJ9gVdz8,Otros Aires,Tricota,Mariposita,17,226213,False,0.614,0.52,-7.234,0.105,0.329,84.993,tango,Low,3.7702166666666668,226,3,46,3:46,Medium
80428,7vZz8oJ5qAqB9MghufRK5k,Shankar-Ehsaan-Loy;Siddharth Mahadevan,Bhaag Milkha Bhaag (Original Motion Picture Soundtrack),Zinda,61,211120,False,0.603,0.708,-7.047,0.158,0.611,105.046,pop-film,Medium,3.518666666666667,211,3,31,3:31,High
44300,1sCJKCB2D3HDeajRF4e0Pb,Cathedral Bells,I Don't Care Anymore,I Don't Care Anymore,52,290556,False,0.465,0.673,-8.396,0.136,0.62,134.986,grunge,Medium,4.8426,290,4,50,4:50,Medium
97117,6Y0dk2LmTiHN27v85wEHcv,Gusttavo Lima,"Falando de Amor, Vol. 2",Será,52,205944,False,0.577,0.893,-3.268,0.079,0.808,185.858,sertanejo,Medium,3.4324,205,3,25,3:25,High
105074,0xu4nHvp3S4wVFc685Z9EY,Wasted Glitter,Between The Lines,Between The Lines,47,122666,False,0.738,0.63,-9.907,0.265,0.603,89.995,study,Medium,2.0444333333333335,122,2,2,2:02,Medium
113878,0Jjc88qUHyyhQap2MrTz2W,Housefires,Housefires,One Thing,23,467089,False,0.396,0.42,-8.238,0.132,0.355,131.472,world-music,Low,7.784816666666667,467,7,47,7:47,Medium
29167,4iQnJ1nbzIqRirVI1Q2ig8,Said The Sky,Sentiment,Treading Water,48,213124,False,0.345,0.471,-8.184,0.155,0.312,184.112,dubstep,Medium,3.5520666666666667,213,3,33,3:33,Medium
53736,2dZGjt9vTScmQVAWTzvoJl,Matoma;Brando,Today's Party Hits,The Bender,0,184320,False,0.707,0.882,-7.46,0.105,0.208,125.007,house,Low,3.072,184,3,4,3:04,High
17290,3gHizsJz9wunLcqn0Ygel1,Kyle Edwards;DJ Bake,Know Everything (Jersey Club) [feat. DJ Bake],Know Everything (Jersey Club) [feat. DJ Bake],20,109766,False,0.912,0.833,-6.093,0.0821,0.281,139.952,club,Low,1.8294333333333332,109,1,49,1:49,High
37286,27p5NVI8VIEnQvtr3DUCiY,Kool & The Gang,Artsy & Colourful,Celebration,0,298640,False,0.857,0.782,-5.633,0.0495,0.899,120.763,funk,Low,4.977333333333333,298,4,58,4:58,High
21114,0fQfJFfngYfG26560HLMLN,Sean Paul;Sia,Dynamite,Dynamite,68,212668,False,0.624,0.86,-3.012,0.0819,0.816,100.897,dancehall,Medium,3.5444666666666667,212,3,32,3:32,High
108413,5D9LibdoT4hL4VTKEFbYlS,Adriana Varela,Vivo (Deluxe Version),Mano a Mano,20,243000,False,0.512,0.473,-11.429,0.863,0.519,108.895,tango,Low,4.05,243,4,3,4:03,Medium
69385,3anVlj18IcwrJSAYGatkGO,Kester,Yesu En Swantham (Christian Devotional Song),Yesuveppole Akuvan,29,327133,False,0.566,0.419,-3.437,0.299,0.404,134.085,malay,Low,5.452216666666667,327,5,27,5:27,Medium
23465,0hHcQSdtwycNOec82X2QId,Silience,I Don't Wanna Know,I Don't Wanna Know,53,180522,False,0.745,0.729,-8.028,0.389,0.552,119.994,deep-house,Medium,3.0087,180,3,0,3:00,High
51900,3gOlVEwSmsrqKt590wbWt3,Akull,Laal Bindi,Laal Bindi,57,202963,False,0.745,0.599,-6.428,0.162,0.283,141.985,hip-hop,Medium,3.3827166666666666,202,3,22,3:22,Medium
58486,1sC6AjTfIQd4ChoZm1DNMu,MC 900 Ft. Jesus,Welcome To My Dream,Adventures In Failure,24,345600,True,0.635,0.596,-11.41,0.118,0.831,183.204,industrial,Low,5.76,345,5,45,5:45,Medium
63625,2hebQblF1Y1HAkXEP1cnTA,=LOVE,探せ ダイヤモンドリリー,いらない ツインテール,34,224680,False,0.577,0.958,-3.162,0.11,0.492,96.467,j-rock,Low,3.744666666666667,224,3,44,3:44,High
75461,3CgsEYvmjyAPjoNU3LIfyu,Yiruma,Yiruma 2nd Album 'First Love' (The Original & the Very First Recording),It's Your Day,46,221013,False,0.332,0.203,-22.194,0.108,0.274,124.577,new-age,Medium,3.68355,221,3,41,3:41,Low
13919,0RSt2x62OWtHnVlFf1YQrU,Robert Owens;Groove Assassin,Come Together,Come Together - Main Mix,7,422701,False,0.879,0.871,-7.232,0.209,0.96,125.082,chicago-house,Low,7.045016666666666,422,7,2,7:02,High
29677,2GbInmkrrUOSG0Q57gt2Na,Black Tiger Sex Machine;Riot Ten;Thrashout,Out Of My Head,Out Of My Head,48,163941,True,0.368,0.657,-3.362,0.179,0.0803,170.312,dubstep,Medium,2.73235,163,2,43,2:43,Medium
93355,31V8fcY1mQGjqDIrFSNy2w,Александр Цфасман;Павел Михайлов,Избранное,Тебя здесь нет,0,177240,False,0.473,0.224,-15.187,0.128,0.571,124.432,romance,Low,2.954,177,2,57,2:57,Low
3826,6zMPcgwV7bp0xgRQctwDku,Drowning Pool,Halloween Metal Nights,Mute,1,200000,False,0.567,0.815,-4.668,0.0867,0.378,97.937,alternative,Low,3.3333333333333335,200,3,20,3:20,High
8106,5TIUgAE7x3xmJJUMI8SrgM,Ella Fitzgerald,Rock Christmas 2022 - The Very Best Of,Sleigh Ride,0,175986,False,0.593,0.287,-12.472,0.153,0.639,77.117,blues,Low,2.9331,175,2,55,2:55,Low
11076,69OldVD2Uq9nkq95b8IDH6,Celeste,Autumn Vibe,Tonight Tonight,1,219440,False,0.611,0.834,-4.528,0.232,0.643,109.997,british,Low,3.6573333333333333,219,3,39,3:39,High
59224,7lVctbIJnBdZXeoueoToBV,Rojin Sharafi,Kariz,In The Corner Of Time,0,232000,False,0.334,0.815,-12.276,0.262,0.357,158.647,iranian,Low,3.8666666666666667,232,3,52,3:52,High
17859,1ylzRbRcouAgM8iZF4SqCK,DJ Flex,Amaka,Amaka,15,188844,False,0.821,0.824,-5.971,0.11,0.692,119.006,club,Low,3.1474,188,3,8,3:08,High
72282,7v9ZePEkbz8CkpaPZPbof1,Bad Omens,THE DEATH OF PEACE OF MIND,ARTIFICIAL SUICIDE,60,195000,True,0.561,0.898,-4.785,0.252,0.276,95.016,metalcore,Medium,3.25,195,3,15,3:15,High
29289,2L2rzhnx1Xr6LiGuaYMepY,Seven Lions;Blastoyz;ERV ELLO,Reason For Fighting (feat. ERV ELLO),Reason For Fighting (feat. ERV ELLO),48,238285,False,0.467,0.931,-3.318,0.348,0.253,140.008,dubstep,Medium,3.971416666666667,238,3,58,3:58,High
11899,3PiCT4dYXktj8aXAwLdxnh,Alestorm,Sunset on the Golden Age,1741 (The Battle of Cartagena),29,437560,False,0.51,0.954,-4.079,0.301,0.487,111.006,british,Low,7.292666666666666,437,7,17,7:17,High
43573,3tzR2HUk6FAGaXzkrXZpQj,Pascal Letoublon;Leony,Friendships (Lost My Love),Friendships (Lost My Love),61,182700,False,0.787,0.828,-3.579,0.105,0.544,119.953,groove,Medium,3.045,182,3,2,3:02,High
28305,0h0nV0TANrNwoJxLnCILoj,NURKO;Dia Frampton,Faith,Faith,45,250671,False,0.558,0.608,-5.772,0.0853,0.371,130.941,dub,Medium,4.17785,250,4,10,4:10,Medium
45849,2ihAiam7bJ2shPM5HIU9ii,Dúo Hnos. Gaitán Castro,Amor amor,Maíz,23,233093,False,0.517,0.895,-4.686,0.388,0.595,152.673,guitar,Low,3.8848833333333332,233,3,53,3:53,High
57237,7fSqV7QeQSZaihS4X5O78n,Stevie Wonder,Halloween Kids Party 2022,Superstition,0,267733,False,0.611,0.583,-14.182,0.0857,0.877,100.82,indie,Low,4.4622166666666665,267,4,27,4:27,Medium
50640,48Sc2PxThBfqzxxjf8TsTL,OConnor,El Tiempo Es Tan Pequeño,Deseo,21,278160,False,0.575,0.645,-4.929,0.11,0.16,109.992,heavy-metal,Low,4.636,278,4,38,4:38,Medium
32731,1rGd2CoMxEg2dnaytLY5ZG,Dillon Francis,Goodies,Goodies,65,121904,False,0.844,0.865,-3.73,0.0978,0.679,126.008,electronic,Medium,2.0317333333333334,121,2,1,2:01,High
78573,5fXba7tIuoZbZNV7gMdn9O,Wolfgang Petry,Frei für Dich,Frei für Dich - Radio Version,28,204773,False,0.649,0.829,-7.438,0.0594,0.682,123.551,party,Low,3.4128833333333333,204,3,24,3:24,High
95099,6jHJaqOTPx1xAaJ3o6qXdz,Tito Rojas,Canta los Grandes Éxitos (Pistas Originales),Señora de Madrugada - Pistas Originales,0,347863,False,0.665,0.618,-14.337,0.0726,0.949,88.962,salsa,Low,5.797716666666667,347,5,47,5:47,Medium
63657,0IZJR2XrPdWqHdnpaPixw9,Masaharu Fukuyama,SING A SONG,Heart (Original Version),34,288426,False,0.587,0.842,-6.04,0.163,0.693,97.013,j-rock,Low,4.8071,288,4,48,4:48,High
20969,79WthgBijQ7koBeL5Sbw2W,Joel Corry;Mabel,Upbeat 20's,I Wish,3,181728,False,0.686,0.856,-2.717,0.0648,0.733,123.997,dance,Low,3.0288,181,3,1,3:01,High
88759,2DcRv49cdbnHGGWFIuHBkI,Maneva,Deixe-Me Ir / Tem Café (Ao Vivo),Deixe-Me Ir / Tem Café - Ao Vivo,48,272277,False,0.616,0.714,-3.965,0.316,0.695,176.192,reggae,Medium,4.53795,272,4,32,4:32,High
27433,3BgjFSzcHH20LUmkpXXXAp,Camo & Krooked,Red Bull Symphonic,Loa - Red Bull Symphonic,19,329162,False,0.264,0.974,-7.183,0.432,0.0885,87.415,drum-and-bass,Low,5.486033333333333,329,5,29,5:29,High
44609,1JBa9B1iA4yNVpJ5wVGrZH,Thirty Seconds To Mars,A Beautiful Lie,From Yesterday,59,247373,False,0.468,0.876,-4.841,0.035,0.13,135.062,grunge,Medium,4.122883333333333,247,4,7,4:07,High
22841,45eGeRq5VjhY6RTN1TOefI,Arch Enemy,War Eternal,You Will Know My Name,51,277320,False,0.35,0.947,-5.126,0.128,0.104,137.137,death-metal,Medium,4.622,277,4,37,4:37,High
68582,4HR0tnRa8g0pXaircemtcO,Nacho;Yandel;Zion;Justin Quiles;Elkeretumba,pov: it's 2021,La Buena - Remix,0,220386,False,0.756,0.93,-2.815,0.116,0.514,98.978,latino,Low,3.6731,220,3,40,3:40,High
53270,33KJ2xFYONOlIYDBg6wPx8,HRVY,Talk To Ya - EP,Personal,70,198040,False,0.755,0.536,-5.605,0.0282,0.882,138.969,house,Medium,3.300666666666667,198,3,18,3:18,Medium
48434,60LKWLg11jeoun7p6UBEiq,MC Lyte,Rap Classics,Lyte as a Rock,0,260693,False,0.886,0.547,-13.659,0.238,0.531,113.988,hardcore,Low,4.344883333333334,260,4,20,4:20,Medium
83048,0k30CIxipiw4Vx0NLG6qqk,Swedish House Mafia;John Martin,Electro sounds,Don't You Worry Child - Radio Edit,0,211360,False,0.609,0.83,-3.229,0.18,0.478,128.986,progressive-house,Low,3.522666666666667,211,3,31,3:31,High
63754,3LHMKncuCBFhHZTN306bgt,Fujifabric,ゴールデンタイム,ゴールデンタイム,45,192240,False,0.389,0.866,-3.538,0.14,0.804,179.78,j-rock,Medium,3.204,192,3,12,3:12,High
6793,35yP1TSFgoKhDyo5HQOl73,Rotting Christ,A Dead Poem,Between Times,17,303466,False,0.506,0.941,-6.53,0.196,0.262,129.078,black-metal,Low,5.057766666666667,303,5,3,5:03,High
91940,3olXS7r5RD0pxmBEnI7GGV,Lionel Richie,80s Bangers Vol. 2,Dancing On The Ceiling,0,272280,False,0.688,0.874,-6.456,0.394,0.709,133.214,rock,Low,4.538,272,4,32,4:32,High
66747,6YTn549P4bTHveLwQAzxBY,Cooltime Kids,Kids July 4th,My Country 'Tis Of Thee,10,139906,False,0.435,0.46,-4.885,0.077,0.453,74.97,kids,Low,2.3317666666666668,139,2,19,2:19,Medium
93792,5iC2KAaeDcjR1UBmiUDac0,Nikolai Erdenko,20 золотых романсов на скрипке,Я встретил Вас,0,226880,False,0.226,0.19,-15.303,0.1,0.063,48.443,romance,Low,3.7813333333333334,226,3,46,3:46,Low
51772,0sSapNABKrGwgaMhn0p8uL,Mika Singh,Khiladi 786,Long Drive,58,268442,False,0.753,0.89,-5.022,0.0854,0.283,87.015,hip-hop,Medium,4.474033333333334,268,4,28,4:28,High
40593,6f1A7DEVS3zXoBQGzV5rnw,Andrea Fontes,Pregador Fiel,Tu és Santo (Príncipe da Paz),40,295682,False,0.59,0.741,-5.584,0.238,0.271,104.035,gospel,Low,4.9280333333333335,295,4,55,4:55,High
19126,33AUzFOiyOtWEr9aNU2d6H,Bailey Zimmerman,Laidback Country,Rock and a Hard Place,0,207540,False,0.582,0.568,-7.3,0.105,0.394,121.991,country,Low,3.459,207,3,27,3:27,Medium
43308,4OfqxEKFF4tFQ0ZK14MTBA,Odd Mob,LEFT TO RIGHT,LEFT TO RIGHT,51,146250,False,0.856,0.959,-4.442,0.306,0.217,128.018,groove,Medium,2.4375,146,2,26,2:26,High
48293,19BMNNjQ3Ou1H9xKtUTmo5,Gramofocas,Sempre que eu fico feliz eu bebo,Sempre Que Eu Fico Feliz Eu Bebo,36,125976,True,0.374,0.917,-2.215,0.108,0.705,140.187,hardcore,Low,2.0996,125,2,5,2:05,High
41276,4yCyc2zdXAGm640FozNpH4,Roffe Ruff,Barrabas,Barrabas,27,291760,False,0.757,0.665,-7.959,0.086,0.786,79.998,goth,Low,4.862666666666667,291,4,51,4:51,Medium
57396,1rjG7SQyLz8ih1PRKdhntE,YUNGBLUD,Best Alternative Pop Tunes,Life On Mars? - Live At A Bowie Celebration 2021,1,231207,False,0.478,0.536,-7.915,0.145,0.256,116.826,indie,Low,3.85345,231,3,51,3:51,Medium
63045,6sSyHED31Nw3Blus6oSrU4,Misfits,Anthems for Witches 2022,Halloween,0,112426,False,0.382,0.937,-9.01,0.271,0.0957,108.729,j-rock,Low,1.8737666666666666,112,1,52,1:52,High
7521,2MgFMPG85DiVFXzO4zx3UD,Greensky Bluegrass,Handguns,Lose My Way,23,444533,False,0.585,0.573,-8.096,0.102,0.53,109.374,bluegrass,Low,7.408883333333334,444,7,24,7:24,Medium
48618,5bNeopFRcJDHsdKwfLr3rV,Anxious,Little Green House,Afternoon,31,231513,False,0.234,0.99,-5.627,0.343,0.21,92.245,hardcore,Low,3.85855,231,3,51,3:51,High
38243,0SzNyaaHr8irGzhulluvli,Carbonas,Carbonas,Phone Booth,32,112600,False,0.338,0.985,-6.238,0.743,0.132,104.665,garage,Low,1.8766666666666667,112,1,52,1:52,High
14041,7uc9m3U6n1zMqV0VmwHcOw,Kidz Bop Kids,Oh Santa! Kids Christmas Songs,Santa Claus Is Coming To Town,0,145760,False,0.543,0.933,-3.94,0.0407,0.657,145.015,children,Low,2.429333333333333,145,2,25,2:25,High
86135,6uYSPBL3Y2shKlqH52Rw4l,Jimmy Eat World,Emo Christmas 2022,Last Christmas,0,267493,False,0.532,0.842,-6.152,0.33,0.715,126.042,punk,Low,4.458216666666667,267,4,27,4:27,High
76781,7sXDNUEQTtfXrAQm7Q3He9,Collabro,Act Two,"I'll Be There For You (From ""Friends"")",20,185346,False,0.144,0.127,-17.29,0.0994,0.0958,71.548,opera,Low,3.0891,185,3,5,3:05,Low
44957,5xhQOnyRJfRywbEwpkgoTy,Mad Season,Above (Deluxe Edition),Wake Up,53,456026,False,0.339,0.276,-10.746,0.1,0.308,83.181,grunge,Medium,7.600433333333333,456,7,36,7:36,Low
50282,4jWAoY6V9Hn8QdwcP77Hpy,Almafuerte,En Vivo Obras,"Todo Es en Vano, Si No Hay Amor - En Vivo",27,203412,False,0.242,0.97,-4.61,0.922,0.548,143.867,heavy-metal,Low,3.3902,203,3,23,3:23,High
54695,7McRVtvgKV4SQUCyjRETRm,Vector Lovers,Electrospective,Rusting Cars & Wild Flowers - 2011 Remaster,10,246728,False,0.673,0.407,-15.875,0.0964,0.0395,107.017,idm,Low,4.112133333333333,246,4,6,4:06,Medium
64741,5OGh55D2BCGYzwn3wEeJAN,Vince Guaraldi Trio,All I want For Christmas Is Music,Christmas Time Is Here,0,163093,False,0.367,0.122,-21.34,0.172,0.104,75.271,jazz,Low,2.7182166666666667,163,2,43,2:43,Low
78215,5g6VGKcnAwjD4lPCePm17T,Höhner,Karneval 2022 100%,Lust auf Leben,0,174933,False,0.671,0.886,-4.79,0.154,0.886,127.955,party,Low,2.91555,174,2,54,2:54,High
96650,45vlTHxef6RP1JRiuuZ5C7,Dilip Shadangi;Anupma Mishra,Ae Pan Wala Babu,Ae Pan Wala Babu,25,367014,False,0.518,0.923,-1.717,0.3,0.771,81.418,samba,Low,6.1169,367,6,7,6:07,High
12071,2rFFJqPjLbdcJFbBayR2pM,Miriam Yeung,Play It Loud Kiss Music Soft,少女的祈禱,49,211106,False,0.574,0.427,-7.818,0.101,0.197,121.597,cantopop,Medium,3.5184333333333333,211,3,31,3:31,Medium
104285,2AYqujbAa0fI85ZwUClVEq,Natalia Jiménez,Natalia Jiménez,Sólo Por Mi,32,211960,False,0.543,0.627,-4.819,0.113,0.608,139.923,spanish,Low,3.5326666666666666,211,3,31,3:31,Medium
59873,0tf6nQ7JX4nTTLPL75LMoN,Confess,Beginning of Dominion,Fly Without Wings...,0,66000,False,0.421,0.419,-10.049,0.192,0.0637,97.986,iranian,Low,1.1,66,1,6,1:06,Medium
61451,3iTUAlf4nLwuZhlRMGs0IQ,Shizuka Kudo,"TV Anime ""Fairy Tail"" OP & ED Theme Songs Vol. 3",Kimi ga Kureta Mono,34,356133,False,0.53,0.502,-7.641,0.131,0.251,142.08,j-idol,Low,5.93555,356,5,56,5:56,Medium
45377,0Ppn89Eh6ZAwPVJ0iUvXvv,Mexican Music Factory;Felipe Gutierrez,Marimbas Clasicas,La Sandunga,24,208622,False,0.791,0.379,-11.202,0.0941,0.81,165.111,guitar,Low,3.4770333333333334,208,3,28,3:28,Low
62541,0EaHW2BpzOP4P06FqUwkqL,İlhan İrem,Dünden Yarına,Yazık Oldu Yarınlara,40,248200,False,0.617,0.555,-12.872,0.258,0.691,107.352,j-pop,Low,4.136666666666667,248,4,8,4:08,Medium
8917,2YJgM8lj4u5YEZRSHSfL60,Derek & The Dominos,Layla And Other Assorted Love Songs (Remastered 2010),Bell Bottom Blues,59,301720,False,0.404,0.695,-6.162,0.159,0.646,133.136,blues,Medium,5.028666666666667,301,5,1,5:01,Medium
99058,0wNf3Yk11625KJ6mDkEjzu,Taba Chake,Bombay Dreams,Aao Chalein,53,185305,False,0.705,0.637,-7.367,0.233,0.819,127.656,singer-songwriter,Medium,3.088416666666667,185,3,5,3:05,Medium
88926,4qeKW6iHErETwNb4sgdYkZ,Ventania,Só para Loucos,Marasmo,44,160640,False,0.693,0.511,-6.565,0.0708,0.65,114.982,reggae,Medium,2.6773333333333333,160,2,40,2:40,Medium
13625,2lqqw7ly6rlnlhgqDMO9j4,Mike Dunn;Mousse T.,Defected Presents House Masters: Mike Dunn,If I Can't Get Down - Mousse T.'s Funky Shizzle Extended Mix,32,442235,False,0.837,0.921,-3.825,0.28,0.801,124.044,chicago-house,Low,7.370583333333333,442,7,22,7:22,High
103617,4RlQGwLKkrQVIlPAPlOgGE,Ravyn Lenae,All Bops,Sticky,0,196754,False,0.713,0.846,-6.712,0.106,0.572,120.021,soul,Low,3.2792333333333334,196,3,16,3:16,High
67607,0cGQYL4z6BOnuGOeyJofNA,Laura Pausini,La Fine dell'Estate,Come se non fosse stato mai amore,1,242213,False,0.355,0.468,-6.55,0.109,0.416,171.407,latin,Low,4.036883333333333,242,4,2,4:02,Medium
85898,5fSUd1RTgIT0DhMD9RVS0n,Luis Alberto Spinetta,Peluson Of Milk,La Montaña,36,210094,False,0.606,0.564,-14.141,0.35,0.829,95.96,punk-rock,Low,3.5015666666666667,210,3,30,3:30,Medium
893,5ZZDntOE2nYjjq7Uh2mZcJ,Laura Jane Grace,At War With The Silverfish,Day Old Coffee,26,73501,False,0.712,0.933,-2.773,0.286,0.865,152.02,acoustic,Low,1.2250166666666666,73,1,13,1:13,High
73531,0tZFL2LU8XSThRttMJif6Q,Extrawelt,Extra Welt Hits,Soopertrack,46,482266,False,0.767,0.76,-9.554,0.0742,0.065,130.006,minimal-techno,Medium,8.037766666666666,482,8,2,8:02,High
15340,4E93IPDPbaNJUDTpur3V63,Mokita,4201,I Still Do,54,202023,False,0.538,0.489,-11.155,0.209,0.393,79.245,chill,Medium,3.36705,202,3,22,3:22,Medium
79478,1PjFebgYCE4h0l8WJvnFHG,Smyang Piano,"Piano Collection, Vol. 9",Filter,36,196704,False,0.374,0.103,-19.767,0.117,0.114,110.01,piano,Low,3.2784,196,3,16,3:16,Low
111466,3V4KppHITM2omezwhUieSW,Morcheeba,Head Up High,Gimme Your Love,41,290853,False,0.715,0.701,-5.575,0.0984,0.265,85.994,trip-hop,Medium,4.84755,290,4,50,4:50,High
25000,2grjqo0Frpf2okIBiifQKs,"Earth, Wind & Fire","The Best Of Earth, Wind & Fire Vol. 1",September,83,215093,False,0.697,0.832,-7.264,0.269,0.979,125.926,disco,High,3.5848833333333334,215,3,35,3:35,High
101267,36s0n3ScnyTvy8sI8xT3FF,Silent Knights,White Noise Tumble Dryer Sounds,Tumble Dryer in Full Flow (No Fade for Looping),44,169000,False,0.193,0.285,-16.851,0.133,0.0394,88.715,sleep,Medium,2.816666666666667,169,2,49,2:49,Low
42125,78OZoSQ67xRZjNqgQEiFxW,Milking the Goatmachine,Greatest Hits - Covered in Milk,Wake Me Up,18,248840,False,0.49,0.994,-4.474,0.14,0.311,113.01,grindcore,Low,4.147333333333333,248,4,8,4:08,High
11116,2eF2x1BkgilhaZ2AipRY8j,Adele,21,Turning Tables,68,250000,False,0.353,0.446,-6.044,0.132,0.211,155.476,british,Medium,4.166666666666667,250,4,10,4:10,Medium
69172,6JlFSFTBgXVONXsHqpFQPi,Niranj Suresh;B. Ajaneesh Loknath,"Deadman's Anthem (From ""Vikrant Rona"")","Deadman's Anthem (From ""Vikrant Rona"")",37,72202,False,0.382,0.53,-11.365,0.174,0.243,97.565,malay,Low,1.2033666666666667,72,1,12,1:12,Medium
