Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
110396,1AN7oPX1SNgkNvBYhlduKZ,Omiki,Psy Trance Universe - Road to Goa,Na Le - Coming Soon!!! Remix,0,202285,False,0.59,0.945,0,-5.223,1,0.0993,0.00226,0.593,0.184,0.225,139.985,4,trance
68208,6o83OvL2X2I9YjTreREVX9,Jhayco;Bad Bunny,Esto No Se Le Dedica A Cualquiera,CÓMO SE SIENTE - Remix,0,227520,True,0.807,0.606,3,-8.871,0,0.0872,0.0946,0.0,0.119,0.304,92.988,4,latino
106134,1DNnAgbxHSFro55uxpb9yS,Veronica Maggio,LUGNA HITS,På en buss,0,167080,False,0.695,0.361,4,-7.14,1,0.0268,0.905,0.0735,0.115,0.148,102.001,4,swedish
80981,038gnuPve7s8rADCEDYsMH,Sonu Nigam,Paramathma (Original Motion Picture Soundtrack),Paravashanadenu,55,235833,False,0.635,0.299,1,-13.585,0,0.0384,0.72,5.69e-05,0.132,0.402,83.983,4,pop-film
54033,2tBkJ9gVFDvep2PcbjnmsU,Dither;Lil Texas,Tools of Demolition,Hardcore Heartbreak,22,177600,False,0.678,0.985,6,-0.978,1,0.138,0.0654,0.0078,0.22,0.0666,100.01,4,idm
98182,4EaBMhUIOfnFEbIgqCfKbi,Andrew Lloyd Webber;Gerard Butler;Emmy Rossum,The Phantom Of The Opera (Original Motion Picture Soundtrack),The Phantom Of the Opera - From 'The Phantom Of The Opera' Motion Picture,62,216133,False,0.444,0.608,2,-12.175,0,0.0532,0.168,3.36e-06,0.118,0.354,119.985,4,show-tunes
7986,4vWyfagrb0TMBLrdm0ppT9,Kitchen Dwellers,Wise River,Wise River,23,233613,False,0.671,0.74,2,-4.936,1,0.0261,0.558,3.01e-05,0.123,0.489,110.027,4,bluegrass
32215,7sn0OyaKn1XKx18JjUZkSw,DJ Snake,Encore,Propaganda,51,249600,False,0.653,0.928,1,-3.937,1,0.0885,0.00213,0.601,0.649,0.239,150.025,4,electronic
100455,6eN9ojhdC7vf72Fb8HBgP9,Riddim,Deja Que Fluya,La Respuesta,37,279333,False,0.831,0.56,6,-7.361,0,0.133,0.00892,0.000349,0.344,0.882,129.002,4,ska
112325,6evqur3UoNFDzJp3eY86dq,Sertab Erener,Tesadüf Aşk,Tesadüf Aşk,41,233042,False,0.437,0.479,6,-5.698,0,0.0326,0.841,0.0,0.185,0.308,141.49,4,turkish
32891,5tDALG04wtaoINgjNXK1cn,1988;Kukon,Ruleta,Dutch,35,202533,False,0.639,0.376,2,-12.91,1,0.141,0.13,0.0143,0.132,0.119,139.914,4,electronic
23059,6eFlqtmgYckrLelrV4oc9C,Y.V.E. 48,Let You Know (Summer Edit),Let You Know - Summer Edit,66,149400,False,0.623,0.398,2,-13.815,0,0.0331,0.381,0.426,0.109,0.0974,99.992,4,deep-house
13135,7LmXZmZh26Kix8scl972qB,Mike Dunn,Dance You Mutha,Dance You Mutha - Radio Mutha,15,260372,False,0.749,0.877,9,-12.093,1,0.0424,0.000181,0.797,0.153,0.735,122.831,4,chicago-house
113514,1VNP6bgTcqE6cxkU8Zpy21,Bethel Music;Melissa Helser,Revival's In The Air (Live),Revival’s In The Air - Live,50,444174,False,0.593,0.625,2,-7.11,1,0.0291,0.015,0.000108,0.15,0.229,127.007,4,world-music
105856,6LzhfdIgfWDq5Y39ucEnOJ,DGHTR,Blink,Blink,18,183124,False,0.749,0.377,9,-12.766,0,0.0521,0.472,0.893,0.145,0.58,134.978,4,study
78629,1HZQUXcbIXCNzNrVQabWal,Wolfgang Petry,"Verlieben, Verloren, ...",Was ist denn schon dabei,27,221066,False,0.656,0.644,0,-9.897,1,0.0323,0.0886,5.44e-06,0.427,0.972,113.938,4,party
99425,250PxV0N1B9t59bBrToZKZ,Jasleen Royal,"Kidre Jaawan (From ""Haraamkhor"")","Kidre Jaawan (From ""Haraamkhor"")",41,178900,False,0.572,0.279,2,-9.567,1,0.0331,0.762,0.000117,0.104,0.418,150.373,3,singer-songwriter
39936,65uiWuO65hWbE8Soar3aay,The Disco Boys;Crazibiza,"Swanky Club House, Vol. 1",Heartbreaker - Crazibiza Remix,0,358095,False,0.851,0.799,8,-6.609,1,0.0776,0.00286,0.78,0.105,0.722,125.991,4,german
50613,76BMd69UAL102Y90DUyzJC,Claudio Marciello,De Pie,Vengo,21,221840,False,0.317,0.904,11,-3.075,0,0.0448,0.0034,0.0,0.181,0.474,100.209,4,heavy-metal
60433,16OyYPzyGgbmizSr5UH9dr,ShuuKaRen,LOVE YOUR LIFE/【パラレル・シンクロニシティ】 produced by m-flo,LOVE YOUR LIFE,22,234489,False,0.511,0.797,1,-4.265,0,0.0452,0.29,0.0,0.053,0.578,170.565,4,j-dance
108710,6xIJ4qXdhHgvmycJ9gVdz8,Otros Aires,Tricota,Mariposita,17,226213,False,0.614,0.52,7,-7.234,1,0.0636,0.648,2.88e-05,0.105,0.329,84.993,4,tango
80428,7vZz8oJ5qAqB9MghufRK5k,Shankar-Ehsaan-Loy;Siddharth Mahadevan,Bhaag Milkha Bhaag (Original Motion Picture Soundtrack),Zinda,61,211120,False,0.603,0.708,4,-7.047,0,0.0379,0.000173,3.36e-06,0.158,0.611,105.046,4,pop-film
44300,1sCJKCB2D3HDeajRF4e0Pb,Cathedral Bells,I Don't Care Anymore,I Don't Care Anymore,52,290556,False,0.465,0.673,4,-8.396,1,0.0355,0.212,0.605,0.136,0.62,134.986,4,grunge
97117,6Y0dk2LmTiHN27v85wEHcv,Gusttavo Lima,"Falando de Amor, Vol. 2",Será,52,205944,False,0.577,0.893,7,-3.268,1,0.146,0.0213,0.0,0.079,0.808,185.858,4,sertanejo
105074,0xu4nHvp3S4wVFc685Z9EY,Wasted Glitter,Between The Lines,Between The Lines,47,122666,False,0.738,0.63,6,-9.907,0,0.0332,0.235,0.894,0.265,0.603,89.995,4,study
113878,0Jjc88qUHyyhQap2MrTz2W,Housefires,Housefires,One Thing,23,467089,False,0.396,0.42,5,-8.238,1,0.0315,0.694,0.0,0.132,0.355,131.472,4,world-music
29167,4iQnJ1nbzIqRirVI1Q2ig8,Said The Sky,Sentiment,Treading Water,48,213124,False,0.345,0.471,4,-8.184,1,0.0579,0.681,3.09e-05,0.155,0.312,184.112,4,dubstep
53736,2dZGjt9vTScmQVAWTzvoJl,Matoma;Brando,Today's Party Hits,The Bender,0,184320,False,0.707,0.882,6,-7.46,1,0.0385,0.0606,0.0131,0.105,0.208,125.007,4,house
17290,3gHizsJz9wunLcqn0Ygel1,Kyle Edwards;DJ Bake,Know Everything (Jersey Club) [feat. DJ Bake],Know Everything (Jersey Club) [feat. DJ Bake],20,109766,False,0.912,0.833,2,-6.093,1,0.516,0.158,0.378,0.0821,0.281,139.952,4,club
37286,27p5NVI8VIEnQvtr3DUCiY,Kool & The Gang,Artsy & Colourful,Celebration,0,298640,False,0.857,0.782,1,-5.633,1,0.0657,0.139,0.0357,0.0495,0.899,120.763,4,funk
21114,0fQfJFfngYfG26560HLMLN,Sean Paul;Sia,Dynamite,Dynamite,68,212668,False,0.624,0.86,8,-3.012,1,0.124,0.0704,0.0,0.0819,0.816,100.897,4,dancehall
108413,5D9LibdoT4hL4VTKEFbYlS,Adriana Varela,Vivo (Deluxe Version),Mano a Mano,20,243000,False,0.512,0.473,7,-11.429,0,0.109,0.708,0.0,0.863,0.519,108.895,3,tango
69385,3anVlj18IcwrJSAYGatkGO,Kester,Yesu En Swantham (Christian Devotional Song),Yesuveppole Akuvan,29,327133,False,0.566,0.419,7,-3.437,1,0.0248,0.804,0.0,0.299,0.404,134.085,3,malay
23465,0hHcQSdtwycNOec82X2QId,Silience,I Don't Wanna Know,I Don't Wanna Know,53,180522,False,0.745,0.729,11,-8.028,0,0.0513,0.239,0.0129,0.389,0.552,119.994,4,deep-house
51900,3gOlVEwSmsrqKt590wbWt3,Akull,Laal Bindi,Laal Bindi,57,202963,False,0.745,0.599,3,-6.428,0,0.0459,0.407,0.0,0.162,0.283,141.985,4,hip-hop
58486,1sC6AjTfIQd4ChoZm1DNMu,MC 900 Ft. Jesus,Welcome To My Dream,Adventures In Failure,24,345600,True,0.635,0.596,1,-11.41,1,0.424,0.0244,0.000283,0.118,0.831,183.204,4,industrial
63625,2hebQblF1Y1HAkXEP1cnTA,=LOVE,探せ ダイヤモンドリリー,いらない ツインテール,34,224680,False,0.577,0.958,1,-3.162,1,0.112,0.000595,0.0015,0.11,0.492,96.467,4,j-rock
75461,3CgsEYvmjyAPjoNU3LIfyu,Yiruma,Yiruma 2nd Album 'First Love' (The Original & the Very First Recording),It's Your Day,46,221013,False,0.332,0.203,7,-22.194,1,0.0422,0.986,0.915,0.108,0.274,124.577,4,new-age
13919,0RSt2x62OWtHnVlFf1YQrU,Robert Owens;Groove Assassin,Come Together,Come Together - Main Mix,7,422701,False,0.879,0.871,1,-7.232,0,0.0903,0.0191,0.389,0.209,0.96,125.082,4,chicago-house
29677,2GbInmkrrUOSG0Q57gt2Na,Black Tiger Sex Machine;Riot Ten;Thrashout,Out Of My Head,Out Of My Head,48,163941,True,0.368,0.657,2,-3.362,0,0.0425,0.0352,8.37e-05,0.179,0.0803,170.312,4,dubstep
93355,31V8fcY1mQGjqDIrFSNy2w,Александр Цфасман;Павел Михайлов,Избранное,Тебя здесь нет,0,177240,False,0.473,0.224,4,-15.187,0,0.0389,0.977,0.0383,0.128,0.571,124.432,4,romance
3826,6zMPcgwV7bp0xgRQctwDku,Drowning Pool,Halloween Metal Nights,Mute,1,200000,False,0.567,0.815,10,-4.668,1,0.0286,0.000277,0.104,0.0867,0.378,97.937,4,alternative
8106,5TIUgAE7x3xmJJUMI8SrgM,Ella Fitzgerald,Rock Christmas 2022 - The Very Best Of,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,blues
11076,69OldVD2Uq9nkq95b8IDH6,Celeste,Autumn Vibe,Tonight Tonight,1,219440,False,0.611,0.834,11,-4.528,0,0.0299,0.0544,1.57e-05,0.232,0.643,109.997,4,british
59224,7lVctbIJnBdZXeoueoToBV,Rojin Sharafi,Kariz,In The Corner Of Time,0,232000,False,0.334,0.815,6,-12.276,0,0.209,0.00168,0.838,0.262,0.357,158.647,4,iranian
17859,1ylzRbRcouAgM8iZF4SqCK,DJ Flex,Amaka,Amaka,15,188844,False,0.821,0.824,5,-5.971,0,0.0334,0.412,0.871,0.11,0.692,119.006,4,club
72282,7v9ZePEkbz8CkpaPZPbof1,Bad Omens,THE DEATH OF PEACE OF MIND,ARTIFICIAL SUICIDE,60,195000,True,0.561,0.898,9,-4.785,1,0.195,0.00024,0.00024,0.252,0.276,95.016,4,metalcore
29289,2L2rzhnx1Xr6LiGuaYMepY,Seven Lions;Blastoyz;ERV ELLO,Reason For Fighting (feat. ERV ELLO),Reason For Fighting (feat. ERV ELLO),48,238285,False,0.467,0.931,4,-3.318,0,0.14,0.00705,0.000365,0.348,0.253,140.008,4,dubstep
11899,3PiCT4dYXktj8aXAwLdxnh,Alestorm,Sunset on the Golden Age,1741 (The Battle of Cartagena),29,437560,False,0.51,0.954,10,-4.079,0,0.0818,5.34e-05,0.0356,0.301,0.487,111.006,3,british
43573,3tzR2HUk6FAGaXzkrXZpQj,Pascal Letoublon;Leony,Friendships (Lost My Love),Friendships (Lost My Love),61,182700,False,0.787,0.828,11,-3.579,0,0.0297,0.106,0.000605,0.105,0.544,119.953,4,groove
28305,0h0nV0TANrNwoJxLnCILoj,NURKO;Dia Frampton,Faith,Faith,45,250671,False,0.558,0.608,8,-5.772,1,0.049,0.345,0.0,0.0853,0.371,130.941,4,dub
45849,2ihAiam7bJ2shPM5HIU9ii,Dúo Hnos. Gaitán Castro,Amor amor,Maíz,23,233093,False,0.517,0.895,7,-4.686,1,0.0648,0.501,1.63e-06,0.388,0.595,152.673,4,guitar
57237,7fSqV7QeQSZaihS4X5O78n,Stevie Wonder,Halloween Kids Party 2022,Superstition,0,267733,False,0.611,0.583,1,-14.182,1,0.0668,0.057,0.0195,0.0857,0.877,100.82,4,indie
50640,48Sc2PxThBfqzxxjf8TsTL,OConnor,El Tiempo Es Tan Pequeño,Deseo,21,278160,False,0.575,0.645,0,-4.929,1,0.0267,1.04e-05,0.0021,0.11,0.16,109.992,4,heavy-metal
32731,1rGd2CoMxEg2dnaytLY5ZG,Dillon Francis,Goodies,Goodies,65,121904,False,0.844,0.865,5,-3.73,0,0.0431,0.0196,0.00979,0.0978,0.679,126.008,4,electronic
78573,5fXba7tIuoZbZNV7gMdn9O,Wolfgang Petry,Frei für Dich,Frei für Dich - Radio Version,28,204773,False,0.649,0.829,3,-7.438,1,0.0418,0.0618,0.0,0.0594,0.682,123.551,4,party
95099,6jHJaqOTPx1xAaJ3o6qXdz,Tito Rojas,Canta los Grandes Éxitos (Pistas Originales),Señora de Madrugada - Pistas Originales,0,347863,False,0.665,0.618,0,-14.337,1,0.0408,0.743,0.688,0.0726,0.949,88.962,4,salsa
63657,0IZJR2XrPdWqHdnpaPixw9,Masaharu Fukuyama,SING A SONG,Heart (Original Version),34,288426,False,0.587,0.842,4,-6.04,1,0.0268,0.278,0.0,0.163,0.693,97.013,4,j-rock
20969,79WthgBijQ7koBeL5Sbw2W,Joel Corry;Mabel,Upbeat 20's,I Wish,3,181728,False,0.686,0.856,9,-2.717,0,0.0426,0.0896,0.0,0.0648,0.733,123.997,4,dance
88759,2DcRv49cdbnHGGWFIuHBkI,Maneva,Deixe-Me Ir / Tem Café (Ao Vivo),Deixe-Me Ir / Tem Café - Ao Vivo,48,272277,False,0.616,0.714,7,-3.965,0,0.311,0.243,0.0,0.316,0.695,176.192,4,reggae
27433,3BgjFSzcHH20LUmkpXXXAp,Camo & Krooked,Red Bull Symphonic,Loa - Red Bull Symphonic,19,329162,False,0.264,0.974,5,-7.183,0,0.139,0.0506,0.888,0.432,0.0885,87.415,4,drum-and-bass
44609,1JBa9B1iA4yNVpJ5wVGrZH,Thirty Seconds To Mars,A Beautiful Lie,From Yesterday,59,247373,False,0.468,0.876,10,-4.841,1,0.0692,0.00578,0.00625,0.035,0.13,135.062,4,grunge
22841,45eGeRq5VjhY6RTN1TOefI,Arch Enemy,War Eternal,You Will Know My Name,51,277320,False,0.35,0.947,11,-5.126,0,0.0749,0.000137,0.0196,0.128,0.104,137.137,4,death-metal
68582,4HR0tnRa8g0pXaircemtcO,Nacho;Yandel;Zion;Justin Quiles;Elkeretumba,pov: it's 2021,La Buena - Remix,0,220386,False,0.756,0.93,2,-2.815,1,0.0937,0.0287,6.9e-05,0.116,0.514,98.978,4,latino
53270,33KJ2xFYONOlIYDBg6wPx8,HRVY,Talk To Ya - EP,Personal,70,198040,False,0.755,0.536,8,-5.605,1,0.12,0.114,0.0,0.0282,0.882,138.969,4,house
48434,60LKWLg11jeoun7p6UBEiq,MC Lyte,Rap Classics,Lyte as a Rock,0,260693,False,0.886,0.547,5,-13.659,0,0.333,0.463,0.0,0.238,0.531,113.988,4,hardcore
83048,0k30CIxipiw4Vx0NLG6qqk,Swedish House Mafia;John Martin,Electro sounds,Don't You Worry Child - Radio Edit,0,211360,False,0.609,0.83,11,-3.229,0,0.0552,0.117,0.0,0.18,0.478,128.986,4,progressive-house
63754,3LHMKncuCBFhHZTN306bgt,Fujifabric,ゴールデンタイム,ゴールデンタイム,45,192240,False,0.389,0.866,1,-3.538,0,0.052,0.00111,0.00012,0.14,0.804,179.78,4,j-rock
6793,35yP1TSFgoKhDyo5HQOl73,Rotting Christ,A Dead Poem,Between Times,17,303466,False,0.506,0.941,11,-6.53,0,0.0408,1.69e-05,0.093,0.196,0.262,129.078,3,black-metal
91940,3olXS7r5RD0pxmBEnI7GGV,Lionel Richie,80s Bangers Vol. 2,Dancing On The Ceiling,0,272280,False,0.688,0.874,0,-6.456,1,0.0521,0.121,0.0,0.394,0.709,133.214,4,rock
66747,6YTn549P4bTHveLwQAzxBY,Cooltime Kids,Kids July 4th,My Country 'Tis Of Thee,10,139906,False,0.435,0.46,5,-4.885,1,0.0267,0.706,0.0,0.077,0.453,74.97,3,kids
93792,5iC2KAaeDcjR1UBmiUDac0,Nikolai Erdenko,20 золотых романсов на скрипке,Я встретил Вас,0,226880,False,0.226,0.19,2,-15.303,0,0.0423,0.194,0.544,0.1,0.063,48.443,4,romance
51772,0sSapNABKrGwgaMhn0p8uL,Mika Singh,Khiladi 786,Long Drive,58,268442,False,0.753,0.89,2,-5.022,1,0.187,0.44,6.82e-06,0.0854,0.283,87.015,4,hip-hop
40593,6f1A7DEVS3zXoBQGzV5rnw,Andrea Fontes,Pregador Fiel,Tu és Santo (Príncipe da Paz),40,295682,False,0.59,0.741,5,-5.584,1,0.0299,0.0174,0.0,0.238,0.271,104.035,4,gospel
19126,33AUzFOiyOtWEr9aNU2d6H,Bailey Zimmerman,Laidback Country,Rock and a Hard Place,0,207540,False,0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,3,country
43308,4OfqxEKFF4tFQ0ZK14MTBA,Odd Mob,LEFT TO RIGHT,LEFT TO RIGHT,51,146250,False,0.856,0.959,8,-4.442,1,0.269,0.143,0.35,0.306,0.217,128.018,4,groove
48293,19BMNNjQ3Ou1H9xKtUTmo5,Gramofocas,Sempre que eu fico feliz eu bebo,Sempre Que Eu Fico Feliz Eu Bebo,36,125976,True,0.374,0.917,4,-2.215,1,0.0519,0.000828,1.29e-06,0.108,0.705,140.187,4,hardcore
41276,4yCyc2zdXAGm640FozNpH4,Roffe Ruff,Barrabas,Barrabas,27,291760,False,0.757,0.665,6,-7.959,0,0.183,0.071,0.0,0.086,0.786,79.998,4,goth
57396,1rjG7SQyLz8ih1PRKdhntE,YUNGBLUD,Best Alternative Pop Tunes,Life On Mars? - Live At A Bowie Celebration 2021,1,231207,False,0.478,0.536,10,-7.915,1,0.0319,0.631,0.000102,0.145,0.256,116.826,4,indie
63045,6sSyHED31Nw3Blus6oSrU4,Misfits,Anthems for Witches 2022,Halloween,0,112426,False,0.382,0.937,0,-9.01,1,0.0758,0.0172,0.0,0.271,0.0957,108.729,4,j-rock
7521,2MgFMPG85DiVFXzO4zx3UD,Greensky Bluegrass,Handguns,Lose My Way,23,444533,False,0.585,0.573,0,-8.096,1,0.0256,0.773,0.409,0.102,0.53,109.374,4,bluegrass
48618,5bNeopFRcJDHsdKwfLr3rV,Anxious,Little Green House,Afternoon,31,231513,False,0.234,0.99,4,-5.627,1,0.0825,2.53e-05,0.213,0.343,0.21,92.245,4,hardcore
38243,0SzNyaaHr8irGzhulluvli,Carbonas,Carbonas,Phone Booth,32,112600,False,0.338,0.985,10,-6.238,1,0.166,0.00717,0.000526,0.743,0.132,104.665,4,garage
14041,7uc9m3U6n1zMqV0VmwHcOw,Kidz Bop Kids,Oh Santa! Kids Christmas Songs,Santa Claus Is Coming To Town,0,145760,False,0.543,0.933,7,-3.94,1,0.108,0.00178,0.0,0.0407,0.657,145.015,4,children
86135,6uYSPBL3Y2shKlqH52Rw4l,Jimmy Eat World,Emo Christmas 2022,Last Christmas,0,267493,False,0.532,0.842,2,-6.152,1,0.0403,0.00131,1.2e-06,0.33,0.715,126.042,4,punk
76781,7sXDNUEQTtfXrAQm7Q3He9,Collabro,Act Two,"I'll Be There For You (From ""Friends"")",20,185346,False,0.144,0.127,7,-17.29,1,0.0359,0.945,5.2e-06,0.0994,0.0958,71.548,3,opera
44957,5xhQOnyRJfRywbEwpkgoTy,Mad Season,Above (Deluxe Edition),Wake Up,53,456026,False,0.339,0.276,7,-10.746,1,0.0285,0.141,0.00906,0.1,0.308,83.181,4,grunge
50282,4jWAoY6V9Hn8QdwcP77Hpy,Almafuerte,En Vivo Obras,"Todo Es en Vano, Si No Hay Amor - En Vivo",27,203412,False,0.242,0.97,9,-4.61,0,0.0675,0.00393,0.0656,0.922,0.548,143.867,4,heavy-metal
54695,7McRVtvgKV4SQUCyjRETRm,Vector Lovers,Electrospective,Rusting Cars & Wild Flowers - 2011 Remaster,10,246728,False,0.673,0.407,11,-15.875,1,0.0432,0.0142,0.836,0.0964,0.0395,107.017,4,idm
64741,5OGh55D2BCGYzwn3wEeJAN,Vince Guaraldi Trio,All I want For Christmas Is Music,Christmas Time Is Here,0,163093,False,0.367,0.122,9,-21.34,0,0.0319,0.984,4.4e-05,0.172,0.104,75.271,3,jazz
78215,5g6VGKcnAwjD4lPCePm17T,Höhner,Karneval 2022 100%,Lust auf Leben,0,174933,False,0.671,0.886,5,-4.79,1,0.0407,0.452,0.0,0.154,0.886,127.955,4,party
96650,45vlTHxef6RP1JRiuuZ5C7,Dilip Shadangi;Anupma Mishra,Ae Pan Wala Babu,Ae Pan Wala Babu,25,367014,False,0.518,0.923,6,-1.717,1,0.136,0.474,8.95e-05,0.3,0.771,81.418,4,samba
12071,2rFFJqPjLbdcJFbBayR2pM,Miriam Yeung,Play It Loud Kiss Music Soft,少女的祈禱,49,211106,False,0.574,0.427,4,-7.818,1,0.0483,0.553,0.0,0.101,0.197,121.597,4,cantopop
104285,2AYqujbAa0fI85ZwUClVEq,Natalia Jiménez,Natalia Jiménez,Sólo Por Mi,32,211960,False,0.543,0.627,8,-4.819,1,0.0279,0.104,0.0,0.113,0.608,139.923,4,spanish
59873,0tf6nQ7JX4nTTLPL75LMoN,Confess,Beginning of Dominion,Fly Without Wings...,0,66000,False,0.421,0.419,1,-10.049,0,0.0368,0.622,0.968,0.192,0.0637,97.986,4,iranian
61451,3iTUAlf4nLwuZhlRMGs0IQ,Shizuka Kudo,"TV Anime ""Fairy Tail"" OP & ED Theme Songs Vol. 3",Kimi ga Kureta Mono,34,356133,False,0.53,0.502,3,-7.641,1,0.0304,0.733,0.0,0.131,0.251,142.08,4,j-idol
45377,0Ppn89Eh6ZAwPVJ0iUvXvv,Mexican Music Factory;Felipe Gutierrez,Marimbas Clasicas,La Sandunga,24,208622,False,0.791,0.379,5,-11.202,0,0.148,0.665,0.811,0.0941,0.81,165.111,3,guitar
62541,0EaHW2BpzOP4P06FqUwkqL,İlhan İrem,Dünden Yarına,Yazık Oldu Yarınlara,40,248200,False,0.617,0.555,4,-12.872,0,0.0328,0.332,0.255,0.258,0.691,107.352,4,j-pop
8917,2YJgM8lj4u5YEZRSHSfL60,Derek & The Dominos,Layla And Other Assorted Love Songs (Remastered 2010),Bell Bottom Blues,59,301720,False,0.404,0.695,2,-6.162,1,0.034,0.587,0.0383,0.159,0.646,133.136,4,blues
99058,0wNf3Yk11625KJ6mDkEjzu,Taba Chake,Bombay Dreams,Aao Chalein,53,185305,False,0.705,0.637,10,-7.367,1,0.084,0.126,0.0308,0.233,0.819,127.656,4,singer-songwriter
88926,4qeKW6iHErETwNb4sgdYkZ,Ventania,Só para Loucos,Marasmo,44,160640,False,0.693,0.511,9,-6.565,0,0.0567,0.773,4.52e-06,0.0708,0.65,114.982,4,reggae
13625,2lqqw7ly6rlnlhgqDMO9j4,Mike Dunn;Mousse T.,Defected Presents House Masters: Mike Dunn,If I Can't Get Down - Mousse T.'s Funky Shizzle Extended Mix,32,442235,False,0.837,0.921,0,-3.825,1,0.089,0.0261,0.545,0.28,0.801,124.044,4,chicago-house
103617,4RlQGwLKkrQVIlPAPlOgGE,Ravyn Lenae,All Bops,Sticky,0,196754,False,0.713,0.846,4,-6.712,0,0.0537,0.0339,0.000381,0.106,0.572,120.021,4,soul
67607,0cGQYL4z6BOnuGOeyJofNA,Laura Pausini,La Fine dell'Estate,Come se non fosse stato mai amore,1,242213,False,0.355,0.468,4,-6.55,0,0.0318,0.0319,1.89e-05,0.109,0.416,171.407,4,latin
85898,5fSUd1RTgIT0DhMD9RVS0n,Luis Alberto Spinetta,Peluson Of Milk,La Montaña,36,210094,False,0.606,0.564,2,-14.141,1,0.028,0.389,0.15,0.35,0.829,95.96,4,punk-rock
893,5ZZDntOE2nYjjq7Uh2mZcJ,Laura Jane Grace,At War With The Silverfish,Day Old Coffee,26,73501,False,0.712,0.933,0,-2.773,1,0.0509,0.326,0.0,0.286,0.865,152.02,3,acoustic
73531,0tZFL2LU8XSThRttMJif6Q,Extrawelt,Extra Welt Hits,Soopertrack,46,482266,False,0.767,0.76,1,-9.554,1,0.0416,0.000389,0.945,0.0742,0.065,130.006,4,minimal-techno
15340,4E93IPDPbaNJUDTpur3V63,Mokita,4201,I Still Do,54,202023,False,0.538,0.489,4,-11.155,1,0.0523,0.193,8.88e-05,0.209,0.393,79.245,4,chill
79478,1PjFebgYCE4h0l8WJvnFHG,Smyang Piano,"Piano Collection, Vol. 9",Filter,36,196704,False,0.374,0.103,5,-19.767,1,0.0434,0.974,0.908,0.117,0.114,110.01,4,piano
111466,3V4KppHITM2omezwhUieSW,Morcheeba,Head Up High,Gimme Your Love,41,290853,False,0.715,0.701,1,-5.575,0,0.0357,0.0921,0.558,0.0984,0.265,85.994,4,trip-hop
25000,2grjqo0Frpf2okIBiifQKs,"Earth, Wind & Fire","The Best Of Earth, Wind & Fire Vol. 1",September,83,215093,False,0.697,0.832,9,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,4,disco
101267,36s0n3ScnyTvy8sI8xT3FF,Silent Knights,White Noise Tumble Dryer Sounds,Tumble Dryer in Full Flow (No Fade for Looping),44,169000,False,0.193,0.285,8,-16.851,0,0.0439,0.173,0.191,0.133,0.0394,88.715,4,sleep
42125,78OZoSQ67xRZjNqgQEiFxW,Milking the Goatmachine,Greatest Hits - Covered in Milk,Wake Me Up,18,248840,False,0.49,0.994,3,-4.474,1,0.145,0.000107,0.636,0.14,0.311,113.01,4,grindcore
11116,2eF2x1BkgilhaZ2AipRY8j,Adele,21,Turning Tables,68,250000,False,0.353,0.446,0,-6.044,0,0.0285,0.95,1.35e-05,0.132,0.211,155.476,4,british
69172,6JlFSFTBgXVONXsHqpFQPi,Niranj Suresh;B. Ajaneesh Loknath,"Deadman's Anthem (From ""Vikrant Rona"")","Deadman's Anthem (From ""Vikrant Rona"")",37,72202,False,0.382,0.53,8,-11.365,1,0.0456,0.177,0.132,0.174,0.243,97.565,4,malay
61592,3UTiVUFbX1ip1qntQ5Hr4R,Shiritsu Ebisu Chugaku,FAMIEN'21 L.P.,イヤフォン・ライオット,20,242440,False,0.666,0.774,6,-4.816,1,0.0508,0.00565,0.0,0.19,0.851,138.004,4,j-idol
113213,089YdobV7859anDvVu1TsY,Michael W. Smith,Decades of Worship,Awesome God,49,197613,False,0.298,0.66,7,-8.187,1,0.041,0.283,5.24e-06,0.629,0.185,138.902,4,world-music
70385,14AgBbjVYu2l5vWvbb9XVi,Zhang Zhen Yue,OK,再見,47,210765,False,0.704,0.856,6,-5.297,1,0.0358,0.291,3.52e-05,0.16,0.652,123.977,4,mandopop
59416,4BsYQlCoWwN82VnrQAVZUn,Baaroot,From Void To Void,Concordance (Hamaayand),0,262458,False,0.468,0.799,0,-5.124,1,0.0535,0.268,0.00907,0.156,0.356,147.966,4,iranian
30919,2V4bv1fNWfTcyRJKmej6Sj,Mike Posner;Gigamesh,31 Minutes to Takeoff,Cooler Than Me - Single Mix,76,213293,False,0.768,0.82,7,-4.63,0,0.0474,0.179,0.0,0.689,0.625,129.965,4,edm
105660,5tHoLQiFtgJLLSsRIS2YqK,Jobii,Fuchsia Badusha,Rare Rocks That Look Like David Letterman,28,149611,False,0.765,0.418,5,-7.304,0,0.0341,0.673,0.812,0.111,0.111,82.938,4,study
75432,3rg1HvpBbzDDF6cuL2alWV,Peter Kater,Elements Series: Etheria,Awakening Stars,23,557609,False,0.315,0.113,2,-20.789,0,0.0374,0.965,0.87,0.069,0.0385,60.509,3,new-age
